Meal_ID,Meal_Name,Cuisine,Calories,Protein,Carbohydrates,Fat,Fiber,Cost,Is_Vegetarian,Meal_Type,Prep_Time,Base_Rating
649,Mild Lentils & Rice Bowl with Salad,Italian,471,33,51,15,15,113,1,Lunch,8,4.3
650,Roasted Chickpeas,Mediterranean,236,6,39,6,4,36,1,Snack,6,4.4
651,Roasted Pork & Rice Bowl with Mushroom,American,512,46,39,19,9,107,0,Lunch,7,4.3
652,Spicy Turkey & Rice Bowl with Spinach,Asian,500,42,69,6,6,172,0,Dinner,25,4.8
653,Mild Tofu & Rice Bowl with Broccoli,Asian,624,22,100,15,10,109,1,Lunch,19,4.9
654,Spicy Chicken & Oats Bowl with Spinach,Italian,663,30,124,5,8,139,0,Lunch,26,3.7
655,Grilled Tofu & Oats Bowl with Mixed Veggies,Mexican,771,36,132,11,11,78,1,Dinner,22,3.7
656,Roasted Fish & Wrap Bowl with Salad,Mediterranean,585,45,51,22,9,110,0,Lunch,24,3.7
657,Grilled Fish & Quinoa Bowl with Broccoli,Asian,752,48,106,15,10,124,0,Dinner,15,4.1
658,Baked Turkey with Bread,Asian,306,37,23,7,10,135,0,Breakfast,44,4.7
659,Grilled Chicken Bites,Asian,208,25,18,4,3,67,0,Snack,4,4.3
660,Roasted Chicken with Potato,Asian,516,30,60,17,2,156,0,Breakfast,19,4.9
661,Spicy Pork & Oats Bowl with Mushroom,Mediterranean,429,58,11,17,5,168,0,Dinner,17,4.5
662,Creamy Pork & Quinoa Bowl with Salad,Italian,646,42,74,20,2,88,0,Lunch,32,4.8
663,Rice with Mushroom,Indian,489,39,63,9,6,106,1,Breakfast,14,4.7
664,Roasted Turkey & Rice Bowl with Broccoli,Mediterranean,646,28,79,24,5,137,0,Lunch,22,3.8
665,Mild Chickpeas & Wrap Bowl with Broccoli,American,627,44,83,13,7,79,1,Dinner,22,4.6
666,Creamy Beans & Oats Bowl with Salad,Indian,630,35,77,20,7,95,1,Lunch,27,4.6
667,Spicy Turkey & Potato Bowl with Mushroom,Mexican,405,35,48,8,5,114,0,Dinner,41,3.6
668,Roasted Chickpeas & Rice Bowl with Broccoli,American,552,26,82,13,10,43,1,Lunch,43,5.0
669,Grilled Turkey with Pasta,Mediterranean,568,31,97,6,8,144,0,Breakfast,27,4.2
670,Roasted Tofu,Asian,194,13,19,7,2,37,1,Snack,9,4.1
671,Roasted Tofu & Oats Bowl with Salad,Mexican,475,38,31,22,4,64,1,Lunch,17,4.9
672,Roasted Beans & Quinoa Bowl with Mixed Veggies,Asian,313,16,39,10,6,52,1,Lunch,20,4.1
673,Grilled Beans & Potato Bowl with Mixed Veggies,Italian,475,21,50,21,9,43,1,Lunch,32,3.7
674,Bread with Mushroom,Indian,455,35,49,13,13,103,1,Breakfast,36,4.0
675,Roasted Fish with Bread,Italian,529,44,41,21,7,116,0,Breakfast,39,3.9
676,Baked Turkey & Wrap Bowl with Salad,Italian,410,56,21,11,13,118,0,Dinner,37,4.1
677,Oats with Salad,American,548,20,83,15,9,43,1,Breakfast,41,4.7
678,Greek Yogurt with Honey,Mediterranean,122,6,6,8,5,31,1,Snack,6,4.3
679,Spicy Chickpeas & Quinoa Bowl with Spinach,Mexican,826,22,132,23,15,58,1,Dinner,28,4.6
680,Baked Lentils & Pasta Bowl with Mushroom,Asian,391,30,20,21,6,93,1,Dinner,16,3.7
681,Creamy Beef with Pasta,American,724,45,55,36,4,86,0,Breakfast,31,4.7
682,Roasted Lentils,Asian,436,10,56,19,6,43,1,Snack,6,4.5
683,Greek Yogurt with Honey,Mexican,169,10,12,9,6,43,1,Snack,5,4.4
684,Creamy Egg & Bread Bowl with Mixed Veggies,Mexican,815,27,91,38,8,139,0,Lunch,31,3.8
685,Grilled Turkey Bites,Mexican,232,22,29,3,2,94,0,Snack,7,4.4
686,Grilled Turkey Bites,Indian,242,30,12,8,2,61,0,Snack,4,3.9
687,Baked Fish & Bread Bowl with Salad,Indian,493,27,46,22,13,85,0,Dinner,38,3.5
688,Baked Egg & Quinoa Bowl with Spinach,Asian,423,55,12,17,10,92,0,Lunch,11,4.5
689,Mild Beans & Oats Bowl with Salad,American,569,14,87,18,6,112,1,Dinner,40,4.6
690,Spicy Tofu & Pasta Bowl with Salad,Mediterranean,426,26,51,13,15,137,1,Dinner,36,3.9
691,Potato with Mushroom,Asian,446,15,44,23,4,115,1,Breakfast,17,4.8
692,Mild Beef with Oats,Asian,676,32,119,8,5,127,0,Breakfast,35,4.0
693,Greek Yogurt with Honey,Asian,232,21,28,4,2,47,0,Snack,7,4.8
694,Roasted Beans & Bread Bowl with Mixed Veggies,Mexican,427,26,35,20,13,114,1,Lunch,27,3.8
695,Baked Turkey with Wrap,Asian,693,45,101,12,9,133,0,Breakfast,27,3.6
696,Oats with Fruits & Nuts,Italian,365,11,62,8,7,95,1,Breakfast,23,3.6
697,Grilled Pork Bites,Indian,352,30,19,17,2,75,0,Snack,4,4.1
698,Greek Yogurt with Honey,Mediterranean,272,11,39,8,8,20,1,Snack,5,3.8
699,Rice with Spinach,Mediterranean,634,12,133,6,7,49,1,Breakfast,20,3.6
700,Grilled Fish Bites,Mexican,264,24,26,7,2,59,0,Snack,2,4.3
701,Roasted Paneer,Mediterranean,270,6,45,7,5,34,1,Snack,9,4.6
702,Oats with Fruits & Nuts,Asian,713,15,102,27,6,67,1,Breakfast,29,4.0
703,Roasted Paneer & Bread Bowl with Mixed Veggies,Indian,495,34,71,8,7,135,1,Dinner,26,3.9
704,Fried Beef with Potato,Italian,573,38,37,30,10,127,0,Breakfast,37,3.6
705,Greek Yogurt with Honey,American,215,29,4,9,2,70,0,Snack,6,4.7
706,Creamy Beans & Oats Bowl with Mixed Veggies,American,846,21,138,23,4,61,1,Lunch,41,3.6
707,Grilled Beef Bites,Italian,325,19,33,13,4,58,0,Snack,9,4.8
708,Oats with Fruits & Nuts,Asian,380,36,11,21,10,71,1,Breakfast,9,3.7
709,Roasted Beef & Bread Bowl with Mushroom,Italian,584,24,92,13,2,127,0,Lunch,14,4.8
710,Grilled Turkey & Potato Bowl with Salad,Indian,522,36,33,27,4,87,0,Dinner,42,4.6
711,Roasted Chickpeas & Rice Bowl with Mushroom,Mexican,541,22,59,24,10,73,1,Dinner,42,4.2
712,Grilled Egg Bites,American,249,34,12,7,3,57,0,Snack,4,4.4
713,Mild Beef & Pasta Bowl with Mushroom,Mediterranean,816,47,125,14,13,167,0,Dinner,33,3.6
714,Grilled Fish & Potato Bowl with Salad,Mexican,392,36,39,10,2,105,0,Lunch,13,4.2
715,Baked Beans & Rice Bowl with Mushroom,Indian,433,26,35,21,12,64,1,Dinner,25,4.6
716,Roasted Beans & Wrap Bowl with Broccoli,American,676,38,81,22,9,89,1,Lunch,23,4.4
717,Fried Turkey & Oats Bowl with Broccoli,Italian,640,47,70,19,9,85,0,Dinner,14,4.9
718,Creamy Chicken with Potato,Mexican,679,32,95,19,10,76,0,Breakfast,14,4.5
719,Grilled Paneer & Rice Bowl with Mushroom,Italian,544,23,101,5,14,105,1,Lunch,40,4.9
720,Roasted Beans,Indian,271,14,33,9,4,27,1,Snack,7,3.7
721,Spicy Beef & Wrap Bowl with Broccoli,American,400,27,55,8,11,83,0,Lunch,35,4.0
722,Grilled Beef Bites,Asian,344,24,30,14,1,81,0,Snack,9,4.5
723,Grilled Chickpeas & Potato Bowl with Salad,Italian,829,40,142,11,12,75,1,Dinner,16,4.3
724,Mild Chicken with Oats,Indian,343,29,7,22,5,115,0,Breakfast,8,4.7
725,Roasted Beef with Potato,Mexican,353,35,10,19,3,108,0,Breakfast,12,4.7
726,Roasted Beef with Rice,American,480,45,54,9,6,77,0,Breakfast,8,4.7
727,Spicy Chicken & Quinoa Bowl with Mixed Veggies,Mexican,831,52,126,13,7,150,0,Dinner,7,4.7
728,Baked Egg & Wrap Bowl with Mushroom,Indian,326,35,35,5,9,89,0,Lunch,7,5.0
729,Fried Pork with Rice,Mediterranean,728,31,85,29,2,117,0,Breakfast,25,4.6
730,Grilled Turkey & Pasta Bowl with Mixed Veggies,Mexican,537,62,56,7,9,93,0,Dinner,14,4.6
731,Grilled Pork Bites,Indian,230,20,24,6,2,51,0,Snack,6,4.8
732,Oats with Fruits & Nuts,American,619,37,63,24,8,100,1,Breakfast,19,4.9
733,Spicy Paneer & Wrap Bowl with Mushroom,Asian,584,42,74,13,6,77,1,Dinner,23,4.6
734,Bread with Spinach,Asian,739,33,73,35,5,46,1,Breakfast,14,4.2
735,Roasted Paneer,Mexican,266,4,55,3,7,25,1,Snack,3,4.8
736,Roasted Beans,American,248,15,40,3,4,20,1,Snack,7,3.7
737,Baked Fish & Rice Bowl with Mushroom,Mexican,766,64,111,7,5,86,0,Dinner,39,3.6
738,Fried Chicken with Rice,Asian,653,52,43,30,10,115,0,Breakfast,23,4.1
739,Grilled Chickpeas & Oats Bowl with Mixed Veggies,Asian,485,29,60,14,13,41,1,Lunch,21,4.8
740,Potato with Broccoli,Asian,419,26,49,13,10,62,1,Breakfast,24,4.7
741,Roasted Lentils,Italian,242,12,39,4,8,31,1,Snack,4,4.0
742,Roasted Paneer,Indian,181,12,15,8,5,42,1,Snack,8,4.2
743,Roasted Beans,Mediterranean,367,4,54,15,5,20,1,Snack,9,4.1
744,Grilled Turkey Bites,Mediterranean,432,19,39,22,1,40,0,Snack,6,3.9
745,Grilled Egg Bites,Mediterranean,331,32,12,17,1,70,0,Snack,2,4.6
746,Grilled Pork Bites,Mexican,263,24,23,8,2,73,0,Snack,5,3.7
747,Roasted Turkey & Rice Bowl with Salad,Indian,622,49,59,21,3,127,0,Lunch,11,4.7
748,Grilled Pork Bites,Asian,152,19,12,3,3,77,0,Snack,7,4.8
749,Roasted Paneer,American,270,14,33,9,6,27,1,Snack,9,3.9
750,Roasted Beef & Pasta Bowl with Salad,Asian,619,37,104,6,9,69,0,Lunch,16,3.7
751,Mild Chicken & Potato Bowl with Broccoli,Asian,425,60,8,17,3,136,0,Dinner,22,4.3
752,Baked Pork & Pasta Bowl with Salad,Italian,620,27,80,21,2,98,0,Lunch,7,4.0
753,Fried Turkey & Oats Bowl with Spinach,Mediterranean,606,38,41,32,4,149,0,Lunch,23,4.8
754,Spicy Paneer & Quinoa Bowl with Broccoli,Indian,546,28,63,20,9,50,1,Dinner,34,4.5
755,Grilled Turkey Bites,Indian,233,21,26,5,2,73,0,Snack,9,3.5
756,Roasted Beans,Mexican,422,8,57,18,5,40,1,Snack,5,4.4
757,Creamy Beef & Rice Bowl with Salad,Asian,835,42,101,29,3,110,0,Dinner,38,3.5
758,Roasted Beans,Asian,230,11,35,5,5,32,1,Snack,7,4.1
759,Roasted Egg & Wrap Bowl with Mixed Veggies,Mediterranean,611,45,44,28,7,88,0,Dinner,24,4.9
760,Roasted Chickpeas,Indian,224,9,29,8,5,20,1,Snack,6,4.1
761,Oats with Fruits & Nuts,Indian,527,14,75,19,11,113,1,Breakfast,22,4.8
762,Roasted Egg & Bread Bowl with Broccoli,Indian,388,39,4,24,9,100,0,Lunch,36,4.7
763,Creamy Pork with Pasta,Asian,604,34,56,27,9,151,0,Breakfast,10,3.7
764,Baked Egg with Quinoa,Italian,342,20,31,15,6,153,0,Breakfast,32,3.6
765,Greek Yogurt with Honey,Italian,230,22,17,8,1,86,0,Snack,6,3.8
766,Fried Beef & Oats Bowl with Salad,American,528,31,56,20,2,147,0,Lunch,10,3.6
767,Baked Beef & Potato Bowl with Broccoli,American,443,49,30,14,9,84,0,Lunch,23,4.0
768,Fried Lentils & Bread Bowl with Spinach,Indian,804,26,114,27,18,108,1,Dinner,11,4.2
769,Creamy Egg & Wrap Bowl with Mushroom,Mexican,638,50,60,22,5,141,0,Dinner,5,3.8
770,Mild Lentils & Oats Bowl with Mixed Veggies,Mediterranean,548,26,75,16,9,85,1,Lunch,17,4.2
771,Oats with Fruits & Nuts,Indian,574,29,62,23,5,50,1,Breakfast,30,4.2
772,Spicy Beef & Rice Bowl with Mushroom,Mediterranean,469,42,43,14,3,124,0,Lunch,35,4.6
773,Grilled Egg Bites,American,248,23,34,2,2,79,0,Snack,4,4.5
774,Grilled Paneer & Quinoa Bowl with Mixed Veggies,Indian,384,34,12,22,7,111,1,Lunch,28,4.8
775,Grilled Pork Bites,Asian,309,20,30,12,3,82,0,Snack,3,4.2
776,Greek Yogurt with Honey,Asian,203,9,26,7,5,26,1,Snack,8,3.5
777,Creamy Paneer & Potato Bowl with Salad,Indian,663,43,66,25,13,93,1,Dinner,32,4.1
778,Fried Fish with Oats,Indian,665,25,100,18,3,112,0,Breakfast,11,5.0
779,Roasted Chickpeas,Mediterranean,163,11,25,2,5,29,1,Snack,2,3.8
780,Greek Yogurt with Honey,Italian,138,9,5,9,8,17,1,Snack,3,4.3
781,Creamy Egg & Oats Bowl with Mushroom,Mediterranean,670,28,96,19,3,161,0,Dinner,44,3.9
782,Creamy Chicken with Oats,Indian,887,29,116,34,5,103,0,Breakfast,5,3.6
783,Wrap with Salad,American,366,22,56,6,12,79,1,Breakfast,21,4.5
784,Fried Chickpeas & Rice Bowl with Broccoli,Indian,836,40,83,38,7,130,1,Dinner,12,4.7
785,Fried Turkey & Oats Bowl with Mushroom,Italian,1059,32,176,25,14,111,0,Dinner,16,3.6
786,Baked Beans & Oats Bowl with Spinach,Asian,439,28,39,19,7,65,1,Lunch,35,4.6
787,Roasted Lentils,American,257,15,33,7,6,45,1,Snack,4,3.9
788,Spicy Turkey & Rice Bowl with Mixed Veggies,American,743,23,124,17,3,91,0,Dinner,24,5.0
789,Mild Chicken & Bread Bowl with Spinach,Mexican,539,49,52,15,8,130,0,Lunch,17,4.0
790,Grilled Paneer & Quinoa Bowl with Mixed Veggies,Asian,593,33,99,7,9,92,1,Lunch,28,4.9
791,Oats with Mixed Veggies,Mediterranean,343,16,18,23,13,77,1,Breakfast,43,4.9
792,Greek Yogurt with Honey,Mediterranean,312,7,32,17,8,17,1,Snack,2,4.8
793,Pasta with Salad,Indian,572,16,91,16,6,68,1,Breakfast,26,3.5
794,Mild Tofu & Quinoa Bowl with Broccoli,Mediterranean,368,32,10,22,4,103,1,Lunch,15,4.0
795,Roasted Lentils,American,398,13,39,21,5,35,1,Snack,8,4.7
796,Oats with Fruits & Nuts,Italian,346,34,23,13,9,61,1,Breakfast,31,4.8
797,Creamy Egg & Oats Bowl with Mixed Veggies,American,755,41,60,39,7,147,0,Dinner,37,3.9
798,Spicy Tofu & Quinoa Bowl with Spinach,Mediterranean,314,10,50,8,7,87,1,Lunch,33,5.0
799,Mild Paneer & Pasta Bowl with Mixed Veggies,Italian,441,40,20,22,8,128,1,Dinner,22,4.6
800,Baked Chickpeas & Quinoa Bowl with Broccoli,Mexican,348,22,24,18,11,61,1,Lunch,8,5.0
801,Grilled Beef Bites,American,351,19,39,13,1,86,0,Snack,2,4.6
802,Roasted Turkey & Bread Bowl with Mushroom,Asian,528,50,50,14,10,124,0,Dinner,26,4.1
803,Roasted Paneer,Indian,158,14,14,5,4,39,1,Snack,8,4.2
804,Oats with Fruits & Nuts,Mediterranean,550,26,57,24,12,45,1,Breakfast,40,4.5
805,Fried Pork & Quinoa Bowl with Salad,Asian,597,23,65,27,11,116,0,Lunch,20,4.3
806,Oats with Fruits & Nuts,Mexican,527,25,82,11,12,95,1,Breakfast,28,4.9
807,Roasted Beans & Pasta Bowl with Mixed Veggies,Mediterranean,664,31,103,14,10,83,1,Dinner,40,4.1
808,Roasted Fish & Bread Bowl with Mixed Veggies,American,535,32,43,26,6,177,0,Dinner,8,4.0
809,Creamy Paneer & Bread Bowl with Spinach,American,815,16,149,17,15,108,1,Dinner,44,3.5
810,Roasted Tofu & Pasta Bowl with Mushroom,Italian,560,22,70,21,8,71,1,Lunch,13,4.7
811,Creamy Fish & Quinoa Bowl with Mixed Veggies,Indian,1058,23,158,37,7,163,0,Dinner,38,3.8
812,Spicy Beef with Potato,Mexican,577,23,87,15,3,159,0,Breakfast,20,3.6
813,Fried Paneer & Rice Bowl with Broccoli,Mexican,921,18,149,28,13,134,1,Dinner,7,4.0
814,Roasted Tofu,Indian,151,7,19,5,4,20,1,Snack,2,4.6
815,Creamy Chicken with Pasta,Italian,670,24,91,23,7,108,0,Breakfast,34,3.6
816,Greek Yogurt with Honey,Indian,292,15,22,16,5,16,1,Snack,7,4.6
817,Greek Yogurt with Honey,Indian,183,11,16,8,7,32,1,Snack,9,3.6
818,Baked Beef & Quinoa Bowl with Salad,Asian,610,54,46,23,13,113,0,Dinner,42,4.3
819,Potato with Broccoli,Italian,301,13,12,22,14,87,1,Breakfast,41,4.5
820,Roasted Beans,Asian,276,14,21,15,3,30,1,Snack,8,4.4
821,Grilled Turkey Bites,American,263,30,22,6,2,63,0,Snack,4,4.7
822,Rice with Mixed Veggies,Mediterranean,665,12,134,9,11,99,1,Breakfast,12,4.7
823,Mild Paneer & Oats Bowl with Spinach,Mediterranean,815,42,110,23,4,56,1,Dinner,44,3.6
824,Roasted Turkey & Rice Bowl with Broccoli,Italian,427,41,52,6,3,84,0,Lunch,27,4.2
825,Roasted Pork & Oats Bowl with Mixed Veggies,Asian,375,43,12,17,9,146,0,Lunch,18,5.0
826,Baked Beef & Rice Bowl with Salad,Indian,745,54,73,26,3,147,0,Dinner,41,4.2
827,Spicy Pork with Rice,Asian,389,45,25,12,6,108,0,Breakfast,20,3.6
828,Grilled Chicken Bites,Indian,228,25,14,8,1,48,0,Snack,3,4.2
829,Grilled Turkey Bites,American,219,29,21,2,4,71,0,Snack,4,4.2
830,Mild Fish with Quinoa,Indian,532,37,73,10,6,146,0,Breakfast,37,4.5
831,Oats with Fruits & Nuts,Italian,536,16,102,7,8,53,1,Breakfast,30,4.9
832,Spicy Chickpeas & Wrap Bowl with Broccoli,American,708,44,97,16,6,142,1,Dinner,31,4.3
833,Greek Yogurt with Honey,Asian,247,15,37,4,3,41,1,Snack,4,4.8
834,Baked Fish with Quinoa,American,644,40,109,5,11,116,0,Breakfast,40,4.8
835,Creamy Pork & Rice Bowl with Mixed Veggies,Mediterranean,678,43,70,25,4,83,0,Dinner,44,4.7
836,Creamy Fish & Rice Bowl with Broccoli,Mediterranean,1003,48,139,28,3,171,0,Dinner,6,4.1
837,Fried Chicken & Bread Bowl with Mushroom,American,1022,43,131,36,2,91,0,Dinner,29,4.9
838,Roasted Tofu & Rice Bowl with Spinach,Indian,625,13,127,7,8,95,1,Lunch,44,4.9
839,Creamy Egg with Bread,Italian,738,46,82,25,4,106,0,Breakfast,25,4.2
840,Roasted Egg & Rice Bowl with Mixed Veggies,Italian,615,60,60,15,3,90,0,Dinner,35,4.4
841,Fried Beef & Oats Bowl with Spinach,Mexican,523,32,58,18,7,98,0,Lunch,10,4.9
842,Creamy Beef & Rice Bowl with Spinach,Mexican,919,38,126,29,8,152,0,Dinner,23,3.8
843,Creamy Beef & Pasta Bowl with Mixed Veggies,American,695,55,40,35,9,151,0,Dinner,22,3.6
844,Baked Chicken & Oats Bowl with Salad,Mexican,476,26,50,19,10,97,0,Lunch,26,4.9
845,Baked Beans & Rice Bowl with Salad,Mediterranean,638,33,70,25,12,131,1,Dinner,33,4.9
846,Greek Yogurt with Honey,American,367,23,39,13,1,64,0,Snack,4,4.5
847,Spicy Chickpeas & Potato Bowl with Broccoli,Mexican,575,37,52,24,11,40,1,Lunch,36,4.7
848,Roasted Fish & Potato Bowl with Salad,Mexican,515,30,47,23,6,137,0,Lunch,41,4.8
849,Oats with Fruits & Nuts,American,400,14,63,10,10,55,1,Breakfast,29,3.9
850,Greek Yogurt with Honey,Italian,128,15,5,5,5,26,1,Snack,6,4.5
851,Roasted Paneer,Italian,183,11,19,7,7,17,1,Snack,2,4.0
852,Creamy Beef & Oats Bowl with Broccoli,Asian,960,44,119,34,7,120,0,Dinner,8,4.6
853,Roasted Turkey & Oats Bowl with Spinach,Indian,512,42,63,10,3,108,0,Dinner,16,3.5
854,Fried Chickpeas & Rice Bowl with Broccoli,American,699,15,99,27,4,86,1,Lunch,38,3.6
855,Grilled Pork Bites,Indian,204,19,20,5,3,72,0,Snack,7,4.7
856,Oats with Fruits & Nuts,Italian,374,39,16,17,7,109,1,Breakfast,36,4.2
857,Mild Chicken & Bread Bowl with Mixed Veggies,Asian,607,55,45,23,6,175,0,Dinner,13,4.4
858,Roasted Beans,Italian,269,13,43,5,4,35,1,Snack,7,4.7
859,Roasted Chickpeas,Italian,331,5,26,23,6,27,1,Snack,3,4.3
860,Roasted Beans,American,131,6,8,8,6,19,1,Snack,5,3.9
861,Spicy Chicken & Rice Bowl with Mixed Veggies,Italian,513,35,57,16,10,110,0,Lunch,25,4.3
862,Grilled Turkey Bites,Indian,244,22,21,8,3,53,0,Snack,7,4.3
863,Mild Chicken & Quinoa Bowl with Mixed Veggies,Mexican,460,53,12,22,9,103,0,Lunch,43,4.2
864,Grilled Pork Bites,Asian,410,28,36,17,3,69,0,Snack,3,3.6
865,Potato with Spinach,Mexican,390,10,60,12,10,60,1,Breakfast,40,4.9
866,Creamy Fish & Oats Bowl with Spinach,Mediterranean,816,47,105,23,3,129,0,Lunch,39,4.0
867,Fried Turkey with Rice,Mexican,592,48,46,24,8,108,0,Breakfast,13,4.5
868,Greek Yogurt with Honey,American,372,28,15,22,3,62,0,Snack,5,4.2
869,Grilled Chicken Bites,Asian,311,27,17,15,1,89,0,Snack,7,4.8
870,Oats with Fruits & Nuts,American,521,31,49,22,10,67,1,Breakfast,42,4.3
871,Roasted Chickpeas & Potato Bowl with Broccoli,Mediterranean,603,33,102,7,4,47,1,Lunch,32,3.5
872,Oats with Fruits & Nuts,Asian,827,37,109,27,10,48,1,Breakfast,14,4.6
873,Grilled Tofu & Bread Bowl with Mushroom,Mediterranean,812,47,117,17,11,77,1,Dinner,9,4.5
874,Roasted Egg & Pasta Bowl with Spinach,Mexican,442,51,30,13,3,144,0,Lunch,12,3.6
875,Roasted Lentils,Asian,234,14,24,9,5,32,1,Snack,8,4.6
876,Fried Paneer & Bread Bowl with Mixed Veggies,Asian,654,20,73,31,5,143,1,Dinner,34,4.9
877,Spicy Paneer & Potato Bowl with Mixed Veggies,Mexican,774,28,147,8,7,139,1,Dinner,13,4.5
878,Roasted Chickpeas,Indian,178,14,12,8,7,22,1,Snack,6,4.5
879,Mild Tofu & Quinoa Bowl with Spinach,Asian,747,13,158,7,9,138,1,Dinner,27,4.3
880,Creamy Egg & Wrap Bowl with Spinach,Asian,842,37,128,20,7,172,0,Dinner,43,3.7
881,Mild Beef & Potato Bowl with Salad,Mexican,656,27,92,20,7,74,0,Lunch,10,5.0
882,Greek Yogurt with Honey,Italian,122,11,15,2,6,47,1,Snack,6,4.1
883,Grilled Beans & Pasta Bowl with Mushroom,Mediterranean,584,29,94,10,13,67,1,Lunch,7,3.8
884,Creamy Tofu & Quinoa Bowl with Mixed Veggies,Mediterranean,953,28,151,26,8,136,1,Dinner,17,4.7
885,Oats with Fruits & Nuts,American,406,33,39,13,4,77,1,Breakfast,36,3.5
886,Mild Chickpeas & Pasta Bowl with Spinach,Mexican,750,23,144,9,5,70,1,Dinner,37,4.5
887,Baked Pork & Bread Bowl with Broccoli,Indian,585,23,105,8,14,101,0,Dinner,24,3.8
888,Roasted Chicken & Oats Bowl with Salad,Mediterranean,778,55,121,8,6,146,0,Dinner,38,4.2
889,Greek Yogurt with Honey,Asian,419,14,54,16,8,38,1,Snack,6,4.3
890,Oats with Fruits & Nuts,Indian,730,37,71,33,6,59,1,Breakfast,13,4.1
891,Roasted Pork & Bread Bowl with Mixed Veggies,Indian,766,56,104,14,13,159,0,Dinner,30,4.4
892,Creamy Fish & Pasta Bowl with Salad,Asian,627,46,45,29,5,151,0,Dinner,30,4.9
893,Oats with Fruits & Nuts,American,438,14,55,18,5,69,1,Breakfast,38,3.7
894,Roasted Chickpeas & Wrap Bowl with Salad,Asian,651,30,119,6,5,128,1,Dinner,17,3.8
895,Creamy Fish & Quinoa Bowl with Salad,American,649,46,66,22,8,121,0,Lunch,38,4.6
896,Roasted Tofu & Bread Bowl with Broccoli,American,411,39,12,23,14,119,1,Dinner,33,4.1
897,Grilled Beans & Potato Bowl with Mushroom,Italian,444,17,35,26,14,73,1,Dinner,44,4.7
898,Oats with Fruits & Nuts,Mexican,492,13,60,22,6,103,1,Breakfast,30,3.9
899,Creamy Beef & Potato Bowl with Broccoli,Mediterranean,1021,50,135,31,13,126,0,Dinner,8,3.8
900,Grilled Fish with Oats,American,394,50,12,16,9,112,0,Breakfast,28,4.7
901,Spicy Paneer & Wrap Bowl with Mixed Veggies,Asian,688,34,77,27,15,50,1,Dinner,10,4.3
902,Quinoa with Mixed Veggies,Mexican,348,25,37,11,13,60,1,Breakfast,5,4.2
903,Greek Yogurt with Honey,Mediterranean,215,25,17,5,3,65,0,Snack,6,3.7
904,Creamy Paneer & Rice Bowl with Salad,American,836,33,119,25,6,108,1,Lunch,33,3.7
905,Grilled Chickpeas & Quinoa Bowl with Mixed Veggies,Mexican,383,13,67,7,7,107,1,Dinner,12,3.9
906,Roasted Chicken & Quinoa Bowl with Mushroom,Mediterranean,423,52,35,8,9,192,0,Dinner,20,4.1
907,Spicy Beans & Wrap Bowl with Spinach,American,342,38,13,15,6,106,1,Lunch,21,4.8
908,Grilled Egg Bites,Indian,234,26,16,7,4,80,0,Snack,4,4.2
909,Spicy Fish with Pasta,Italian,682,47,69,24,3,145,0,Breakfast,39,4.3
910,Baked Pork & Oats Bowl with Mushroom,Italian,674,41,114,6,8,132,0,Dinner,10,4.7
911,Mild Turkey with Wrap,Asian,512,21,84,10,6,120,0,Breakfast,35,4.3
912,Creamy Egg with Quinoa,Asian,814,44,114,20,10,77,0,Breakfast,14,4.6
913,Wrap with Mixed Veggies,Mediterranean,684,21,134,7,6,70,1,Breakfast,21,4.0
914,Mild Pork & Wrap Bowl with Salad,Mexican,568,52,54,16,12,126,0,Dinner,29,4.9
915,Grilled Egg Bites,Indian,198,24,21,2,1,87,0,Snack,7,4.0
916,Spicy Beef with Pasta,American,319,30,25,11,11,114,0,Breakfast,40,4.0
917,Grilled Chicken Bites,Asian,134,16,4,6,0,52,0,Snack,6,4.6
918,Oats with Fruits & Nuts,Italian,462,11,79,11,8,61,1,Breakfast,25,4.9
919,Creamy Beans & Wrap Bowl with Spinach,Mexican,988,14,143,40,8,127,1,Dinner,20,4.5
920,Oats with Fruits & Nuts,Italian,604,19,87,20,12,113,1,Breakfast,16,4.7
921,Wrap with Broccoli,Indian,881,18,155,21,9,112,1,Breakfast,19,3.7
922,Greek Yogurt with Honey,Asian,231,25,12,9,0,48,0,Snack,4,4.7
923,Grilled Egg Bites,Mediterranean,260,24,23,8,1,76,0,Snack,5,4.0
924,Greek Yogurt with Honey,Indian,427,24,44,17,2,66,0,Snack,5,4.7
925,Creamy Egg with Oats,Indian,575,41,35,30,9,106,0,Breakfast,29,4.4
926,Oats with Fruits & Nuts,Mediterranean,316,36,9,15,10,72,1,Breakfast,6,3.7
927,Roasted Beef & Pasta Bowl with Broccoli,Mexican,551,36,79,10,10,114,0,Lunch,5,5.0
928,Grilled Beef Bites,Indian,223,23,12,9,2,47,0,Snack,9,4.4
929,Mild Pork & Oats Bowl with Mixed Veggies,Indian,529,51,61,9,9,135,0,Dinner,38,3.8
930,Greek Yogurt with Honey,Asian,144,13,2,9,5,23,1,Snack,8,4.4
931,Mild Beef & Rice Bowl with Broccoli,Indian,459,46,12,25,10,103,0,Dinner,34,4.2
932,Roasted Beans & Oats Bowl with Mixed Veggies,Asian,369,11,65,7,9,88,1,Lunch,14,4.7
933,Spicy Pork with Pasta,Asian,613,25,117,5,2,71,0,Breakfast,41,3.8
934,Greek Yogurt with Honey,Indian,325,10,33,17,5,18,1,Snack,3,3.9
