temperature_c,rainfall_mm,humidity_pct,soil_moisture,soil_n_mgkg,soil_p_mgkg,soil_k_mgkg,soil_ph,crop_type,leaf_spot,wilting,pest_damage,previous_yield_tpha,disease_risk,yield_loss_pct,expected_yield_tpha,yield_risk
28.72,50.67,65.14,0.365,59.82,55.14,59.71,7.14,Cotton,0,0,1,4.56,Low,9.88,3.89,Low
28.9,182.71,61.12,0.513,49.51,36.38,28.94,6.02,Rice,0,0,0,5.07,Low,4.49,4.79,Low
33.44,34.19,59.87,0.411,45.52,46.96,26.83,6.02,Maize,1,0,0,4.75,Low,6.5,3.98,Low
32.5,124.39,77.73,0.347,50.58,28.98,73.12,7.52,Maize,0,0,1,4.59,Medium,18.53,3.81,Medium
26.34,28.97,71.58,0.436,75.68,36.02,53.27,7.04,Rice,0,1,1,5.69,Low,11.69,4.68,Medium
20.78,90.24,77.12,0.455,41.82,27.6,41.71,6.23,Rice,0,0,1,4.65,Low,3.77,4.68,Low
25.4,45.74,67.88,0.223,53.87,52.83,33.99,6.42,Wheat,0,0,0,4.92,Low,7.44,4.77,Low
28.09,137.48,75.18,0.586,58.3,41.74,40.34,6.43,Cotton,0,0,0,5.1,Low,8.81,4.56,Low
25.99,165.76,62.14,0.722,83.09,42.4,30.14,6.52,Maize,0,0,0,5.97,Low,5.97,5.71,Low
24.11,113.62,98.0,0.537,49.59,54.3,61.25,6.83,Cotton,1,0,0,5.91,Low,21.43,4.61,Medium
28.26,170.06,46.05,0.647,72.26,51.88,36.35,8.27,Cotton,0,0,1,5.54,Medium,14.93,4.76,Medium
24.48,12.73,85.65,0.324,77.18,47.18,64.4,6.63,Wheat,0,0,0,5.78,Low,11.75,4.89,Medium
23.86,101.46,87.15,0.256,53.85,20.94,41.99,6.96,Maize,0,0,0,4.44,Low,16.76,3.81,Medium
28.56,123.38,56.07,0.264,51.21,29.65,32.35,5.32,Rice,0,0,1,5.13,High,24.54,3.58,Medium
24.99,132.61,98.0,0.485,49.08,25.95,41.61,6.16,Rice,0,0,1,5.16,High,34.03,3.07,High
28.22,22.58,81.94,0.268,50.4,46.73,8.64,7.36,Cotton,1,0,0,3.92,Low,1.33,3.84,Low
28.37,119.21,81.6,0.352,70.38,40.05,46.19,6.78,Maize,0,0,1,5.29,Medium,12.19,4.61,Medium
21.3,134.26,68.39,0.455,59.16,21.31,45.45,4.5,Rice,1,0,0,4.98,Medium,18.2,4.12,Medium
24.59,100.77,64.96,0.482,59.24,35.74,60.37,6.97,Wheat,0,1,0,4.71,Low,14.28,3.92,Medium
34.19,37.68,65.07,0.2,34.75,20.07,19.71,7.84,Maize,0,0,0,4.16,Low,4.91,4.29,Low
21.19,65.45,73.47,0.334,37.59,37.36,65.43,5.1,Cotton,0,0,1,4.68,Medium,10.44,4.22,Medium
16.42,183.23,87.62,0.671,93.58,18.14,60.31,7.56,Maize,0,0,1,5.63,Medium,20.27,4.53,Medium
17.69,171.8,70.54,0.399,51.8,44.35,66.78,4.56,Wheat,1,0,0,5.22,Medium,11.51,4.66,Medium
27.15,122.07,55.24,0.533,41.05,42.54,47.21,7.16,Wheat,0,0,0,4.94,Low,6.93,4.78,Low
27.15,139.14,79.54,0.418,80.76,60.9,63.21,6.49,Wheat,0,0,0,5.53,Low,11.51,5.0,Medium
26.41,160.56,80.9,0.547,60.07,48.17,25.93,4.86,Maize,0,1,0,5.38,Medium,11.82,4.82,Medium
33.07,121.26,77.17,0.555,65.41,32.93,58.7,6.81,Cotton,1,1,1,4.88,High,18.14,4.13,Medium
15.0,180.33,78.44,0.591,52.52,47.82,36.43,7.31,Wheat,0,0,0,6.41,Low,2.8,5.9,Low
28.98,177.0,64.21,0.603,49.26,21.23,23.23,6.75,Rice,0,0,0,4.38,Low,8.04,3.7,Low
34.81,300.0,54.99,0.545,51.95,26.45,31.14,6.91,Rice,0,0,0,5.24,Medium,11.55,4.62,Medium
21.36,67.23,55.85,0.492,30.11,42.0,48.08,6.21,Maize,1,0,0,4.33,Low,6.81,4.0,Low
25.1,68.02,45.1,0.296,53.42,12.1,35.64,5.2,Cotton,0,0,0,5.43,Low,2.43,5.4,Low
23.24,7.74,71.32,0.335,60.33,37.55,53.64,6.98,Rice,0,0,1,4.04,Low,14.56,3.45,Medium
22.53,116.08,66.83,0.465,88.31,25.76,20.88,7.72,Rice,1,0,0,5.38,Medium,22.66,4.27,Medium
25.37,253.4,61.84,0.653,56.55,39.22,16.09,7.29,Maize,0,0,0,5.68,Low,8.77,4.96,Low
34.14,188.28,26.62,0.56,12.98,25.07,68.59,5.11,Rice,0,0,0,4.93,Medium,15.03,4.19,Medium
36.19,148.98,50.54,0.394,53.31,43.09,61.56,5.44,Cotton,0,0,1,5.67,Medium,10.16,4.85,Medium
25.32,195.46,83.69,0.4,104.31,38.23,32.26,5.91,Wheat,0,1,0,6.42,Low,6.76,6.05,Low
36.53,124.66,58.7,0.537,70.59,54.8,47.96,5.38,Rice,0,0,0,5.1,Low,15.21,3.99,Medium
27.18,77.81,73.05,0.412,40.4,38.08,63.29,6.53,Cotton,0,0,0,4.87,Low,6.13,4.64,Low
35.77,288.14,48.53,0.761,65.64,28.78,54.29,6.78,Rice,0,0,1,5.0,Medium,20.86,3.69,Medium
26.53,119.42,88.14,0.439,41.64,35.04,50.22,5.5,Rice,0,0,0,4.94,Medium,14.23,4.17,Medium
27.66,174.85,65.98,0.369,30.63,21.87,64.43,7.04,Rice,0,0,0,4.55,Low,12.58,4.14,Medium
28.83,12.64,72.06,0.412,48.73,42.87,37.04,6.92,Rice,0,0,0,4.42,Low,0.0,4.46,Low
40.0,15.27,98.0,0.281,56.65,45.08,48.47,6.12,Rice,0,0,0,3.7,Low,10.23,3.03,Medium
31.26,103.36,89.23,0.458,21.3,67.63,47.73,6.38,Rice,0,0,1,4.96,High,29.82,3.36,High
23.46,50.68,63.71,0.296,34.32,30.54,43.91,5.14,Rice,0,1,1,3.61,Medium,11.36,2.93,Medium
31.84,109.04,59.69,0.595,55.19,34.79,42.15,6.27,Rice,0,0,0,5.03,Low,11.45,4.15,Medium
25.19,67.96,63.44,0.294,47.65,31.09,49.09,6.51,Maize,0,0,0,4.11,Low,12.81,3.6,Medium
24.55,300.0,75.14,0.626,62.11,40.55,48.52,6.62,Maize,0,1,1,5.59,High,25.35,4.27,High
31.54,167.09,66.53,0.511,33.14,42.58,32.27,6.77,Wheat,0,0,1,5.43,Medium,22.37,4.3,Medium
27.16,206.0,62.47,0.438,67.85,37.36,60.03,6.67,Wheat,1,0,0,5.88,Medium,8.31,5.5,Low
28.39,18.26,88.54,0.355,33.69,51.04,33.35,6.31,Wheat,0,0,0,4.89,Low,17.15,4.05,Medium
27.07,147.84,66.4,0.639,84.57,30.6,44.73,6.7,Cotton,0,0,0,6.25,Low,8.6,5.66,Low
28.68,83.61,98.0,0.351,24.12,49.83,43.57,7.2,Cotton,0,0,1,4.21,Medium,15.99,3.34,Medium
29.12,208.19,69.27,0.589,35.33,44.46,53.37,6.43,Rice,0,0,0,5.97,Medium,12.36,5.15,Medium
17.32,135.74,92.99,0.188,62.51,37.86,16.21,6.72,Rice,0,1,0,4.17,Medium,17.87,3.19,Medium
30.33,91.22,73.0,0.406,84.96,34.22,61.36,6.37,Rice,0,0,0,5.62,Low,8.83,4.97,Low
22.09,40.66,81.48,0.317,60.67,67.12,37.85,6.05,Rice,1,0,0,4.68,Medium,10.32,4.21,Medium
19.79,102.18,57.86,0.341,65.13,28.2,66.3,6.87,Maize,0,0,0,4.59,Low,7.06,4.24,Low
26.71,180.91,56.05,0.625,55.32,41.58,40.83,6.11,Wheat,0,1,0,5.67,Medium,10.92,5.6,Medium
27.42,214.9,74.44,0.525,36.52,29.0,47.27,6.77,Rice,0,0,0,5.61,Low,3.14,5.19,Low
23.53,74.61,81.84,0.372,46.18,59.43,76.71,6.52,Wheat,0,0,0,5.45,Low,4.73,5.17,Low
31.16,300.0,68.56,0.622,33.19,48.64,43.84,6.29,Wheat,1,0,0,5.71,Medium,14.4,4.63,Medium
20.29,173.04,49.99,0.316,31.98,29.86,66.58,6.27,Rice,0,0,1,4.96,Medium,12.32,4.28,Medium
24.97,51.41,48.96,0.248,62.23,44.15,48.59,6.14,Cotton,0,1,0,5.08,Low,9.73,4.52,Low
24.08,43.5,48.02,0.448,34.78,41.09,54.23,5.35,Rice,0,1,0,4.7,Medium,14.48,4.17,Medium
26.77,86.93,43.25,0.193,60.75,31.8,49.05,6.77,Cotton,0,0,0,5.1,Low,15.9,4.2,Medium
28.39,74.49,69.53,0.313,31.57,47.1,60.72,6.66,Rice,0,0,0,4.75,Low,0.0,4.72,Low
21.96,125.24,83.75,0.41,60.33,42.67,37.72,7.09,Cotton,0,0,0,5.46,Low,9.88,4.84,Low
30.62,95.79,67.81,0.589,46.2,40.59,33.24,6.13,Cotton,0,0,0,4.09,Low,8.03,3.51,Low
27.32,78.55,36.35,0.471,80.32,37.5,38.42,7.83,Cotton,0,0,1,5.1,Low,11.26,4.41,Medium
17.54,30.28,65.33,0.281,60.83,43.17,49.5,6.23,Cotton,0,0,1,4.02,Low,10.87,3.51,Medium
17.21,138.14,65.72,0.596,77.24,40.75,44.69,5.89,Maize,0,0,0,5.49,Low,7.34,5.1,Low
26.94,28.27,97.34,0.26,41.4,38.71,58.65,5.8,Maize,0,1,0,5.25,Low,12.69,4.69,Medium
25.9,173.36,47.6,0.609,56.01,30.31,67.57,5.29,Maize,0,0,0,5.21,Medium,11.02,4.59,Medium
26.48,20.13,62.53,0.188,37.34,58.33,33.36,7.57,Rice,0,0,0,4.5,Low,10.45,3.98,Medium
26.86,26.98,91.88,0.44,47.56,25.39,36.99,7.46,Wheat,0,0,1,4.79,Low,4.48,4.27,Low
28.13,51.24,74.3,0.321,50.28,43.13,26.46,6.92,Wheat,1,0,0,3.67,Low,11.11,3.36,Medium
31.74,70.29,75.89,0.281,41.93,34.16,78.46,5.87,Cotton,0,0,0,4.46,Low,7.91,3.98,Low
21.44,61.14,69.6,0.352,33.12,59.11,52.57,7.77,Wheat,0,0,0,4.83,Low,6.05,4.67,Low
21.14,70.09,72.62,0.412,29.56,27.16,55.2,6.25,Wheat,0,0,0,3.14,Low,7.07,3.15,Low
21.53,110.34,78.89,0.383,12.88,29.18,27.9,6.31,Maize,0,0,1,3.83,Medium,13.36,3.29,Medium
28.44,52.07,56.67,0.418,35.99,26.36,47.98,7.51,Rice,1,1,0,4.94,Medium,19.19,3.81,Medium
33.22,110.96,80.29,0.375,66.29,41.88,55.64,6.96,Rice,0,1,0,5.56,Medium,26.93,4.06,High
24.84,12.81,48.78,0.377,26.23,21.52,44.21,8.04,Wheat,0,0,0,4.28,Low,12.88,3.79,Medium
15.0,50.73,72.6,0.405,30.37,32.26,64.14,6.67,Wheat,1,0,1,4.76,Medium,11.74,4.14,Medium
18.48,25.92,70.5,0.325,87.24,12.17,82.68,6.22,Rice,1,0,0,4.99,Low,10.52,4.36,Medium
22.83,172.23,59.37,0.463,43.54,40.89,33.79,6.07,Wheat,0,0,0,5.32,Low,10.69,4.85,Medium
24.21,56.9,67.68,0.383,60.78,32.0,32.67,5.21,Wheat,0,1,0,4.58,Low,4.3,4.47,Low
24.96,133.17,59.28,0.515,66.56,20.14,34.83,6.3,Wheat,0,1,0,5.13,Medium,8.96,4.61,Low
27.19,22.25,53.0,0.533,66.93,51.03,72.09,7.3,Wheat,0,0,0,4.8,Low,7.75,4.13,Low
25.44,212.9,63.05,0.649,27.6,22.31,63.64,6.92,Maize,0,0,0,5.73,Low,11.23,5.17,Medium
32.25,99.22,52.54,0.517,50.84,47.56,45.97,6.51,Rice,0,0,0,5.64,Low,1.55,5.42,Low
23.62,272.96,72.52,0.9,25.87,29.59,48.55,5.8,Cotton,0,0,0,6.07,High,31.12,4.22,High
22.69,92.37,51.9,0.462,99.03,57.22,35.75,6.66,Cotton,0,1,0,5.37,Low,10.29,4.84,Medium
29.39,30.57,77.97,0.385,26.29,46.99,61.35,7.21,Wheat,0,0,0,4.01,Low,8.17,3.35,Low
19.32,46.39,51.46,0.426,36.14,25.9,42.3,6.8,Wheat,0,0,0,4.9,Low,13.67,4.25,Medium
28.95,80.14,60.07,0.295,36.27,27.0,44.1,6.62,Wheat,0,0,0,4.73,Low,2.35,4.71,Low
27.51,47.67,59.26,0.313,28.06,45.27,57.13,5.94,Cotton,0,0,0,4.64,Low,17.41,3.95,Medium
26.26,162.58,86.55,0.444,79.35,34.85,45.18,7.11,Maize,0,0,0,5.22,Low,5.85,4.93,Low
34.94,97.4,72.62,0.482,98.6,35.97,44.48,4.5,Cotton,0,0,0,5.56,Low,0.0,5.2,Low
23.89,48.09,65.04,0.34,46.44,53.27,48.16,6.77,Wheat,0,0,0,4.25,Low,7.76,4.15,Low
37.3,148.43,74.98,0.492,31.23,29.02,59.93,8.3,Maize,0,0,0,5.04,Medium,9.46,4.63,Low
25.87,73.45,38.5,0.497,14.74,39.1,72.7,5.44,Rice,0,0,0,5.19,Low,7.84,4.57,Low
20.61,144.54,67.4,0.56,50.61,49.46,56.78,6.33,Maize,0,0,0,5.97,Low,7.71,5.37,Low
27.35,65.97,95.97,0.363,49.31,47.71,60.05,6.49,Rice,0,0,1,5.2,Medium,17.22,4.35,Medium
21.62,127.8,69.85,0.386,43.28,36.08,45.0,6.18,Maize,0,0,0,4.23,Medium,10.63,3.9,Medium
23.24,71.78,68.95,0.5,58.98,34.53,37.38,7.23,Cotton,0,0,1,4.93,Medium,15.73,4.07,Medium
28.99,162.61,75.67,0.573,62.11,17.13,57.81,6.83,Rice,0,0,0,6.2,Low,6.73,5.93,Low
29.78,22.67,80.54,0.167,60.82,25.33,50.57,6.61,Maize,1,0,0,4.1,High,35.41,2.33,High
23.89,38.27,40.04,0.315,49.31,41.82,26.66,7.06,Rice,0,0,0,4.5,Low,7.28,3.98,Low
31.94,84.77,44.45,0.418,35.17,36.35,43.08,6.51,Maize,0,1,0,5.2,Low,4.14,4.62,Low
32.79,58.65,70.94,0.448,66.98,38.9,46.76,8.5,Rice,1,0,0,5.16,Low,1.25,4.94,Low
34.18,70.35,57.99,0.475,55.23,50.47,40.34,6.61,Cotton,1,0,0,5.96,Low,7.31,5.79,Low
29.65,136.51,86.37,0.492,70.99,23.75,70.23,6.64,Rice,0,0,1,4.98,Medium,12.92,4.7,Medium
33.82,69.39,63.59,0.442,69.22,35.17,55.2,5.3,Cotton,0,0,0,4.5,Medium,8.6,4.16,Low
17.6,113.35,40.92,0.442,29.41,40.26,68.6,6.12,Cotton,1,0,1,5.3,Medium,16.11,4.33,Medium
25.41,50.48,50.25,0.293,29.18,29.55,51.95,7.3,Maize,0,0,0,3.83,Low,0.89,3.76,Low
22.66,18.71,29.5,0.296,41.4,55.18,49.22,5.57,Maize,0,0,0,4.45,Low,13.65,3.93,Medium
27.6,144.02,64.72,0.475,35.99,48.9,33.95,4.99,Maize,0,0,0,4.93,Medium,14.64,3.93,Medium
24.14,240.41,65.36,0.585,68.59,41.48,48.18,6.52,Cotton,0,0,0,6.26,Low,12.82,5.35,Medium
26.17,106.32,62.06,0.239,61.32,59.53,48.2,7.46,Rice,0,1,1,5.46,Medium,9.86,5.18,Low
36.41,87.72,83.1,0.366,74.79,20.01,27.49,6.53,Maize,0,0,1,4.96,Medium,17.06,3.93,Medium
26.15,99.59,84.78,0.425,62.14,37.91,39.91,6.26,Rice,0,1,1,4.85,Medium,13.99,4.04,Medium
29.07,196.3,65.61,0.507,58.76,42.4,43.15,5.2,Maize,0,0,1,5.97,Medium,11.26,5.3,Medium
25.84,107.09,38.11,0.404,76.6,27.03,54.2,6.82,Rice,0,0,0,7.03,Low,8.8,6.46,Low
27.38,148.12,76.64,0.527,63.46,41.61,54.92,6.96,Maize,1,0,0,5.69,Medium,7.27,5.16,Low
27.03,144.31,75.78,0.365,56.23,24.72,39.28,5.25,Maize,0,0,1,5.04,Medium,7.46,4.68,Low
29.24,170.58,72.33,0.342,81.65,46.29,55.03,7.29,Wheat,1,0,0,5.03,Medium,9.52,4.66,Low
32.83,86.53,81.74,0.369,57.07,50.69,45.27,7.04,Wheat,1,0,0,4.64,Medium,15.4,4.28,Medium
35.24,65.38,51.69,0.455,49.52,41.27,8.0,7.29,Maize,0,0,0,4.4,Low,7.99,4.02,Low
28.55,128.65,96.12,0.623,39.92,15.77,40.73,6.91,Maize,0,0,0,4.53,Medium,22.2,3.51,Medium
29.95,163.67,54.57,0.575,67.65,26.4,64.18,6.96,Wheat,0,0,0,5.39,Low,4.32,5.43,Low
21.25,181.67,78.49,0.371,77.27,44.78,22.77,6.86,Maize,1,0,0,6.22,Low,10.3,5.48,Medium
26.56,210.12,44.38,0.529,54.09,38.25,49.69,7.11,Cotton,0,0,0,6.03,Low,7.54,5.34,Low
31.7,155.22,54.98,0.512,78.54,5.67,71.78,5.23,Rice,0,0,0,5.24,Low,4.23,5.06,Low
31.33,63.0,89.23,0.393,19.54,52.91,36.59,5.45,Rice,1,0,0,3.85,Medium,19.54,3.29,Medium
28.06,106.24,64.35,0.481,54.0,39.64,48.03,5.98,Rice,0,0,0,5.62,Low,7.74,5.25,Low
31.43,100.59,79.76,0.329,54.28,28.17,28.44,6.41,Maize,1,0,0,4.67,Medium,11.48,4.11,Medium
29.45,93.96,71.32,0.419,41.91,49.94,72.41,6.77,Wheat,0,0,0,4.2,Low,8.17,3.6,Low
33.0,128.8,66.53,0.497,97.91,29.87,46.75,6.73,Maize,0,0,0,5.8,Low,7.48,5.36,Low
28.45,81.56,87.09,0.48,53.81,29.74,48.7,7.28,Maize,0,0,0,5.29,Low,11.39,4.91,Medium
25.22,81.64,64.69,0.317,47.66,42.3,68.31,7.3,Wheat,0,0,0,3.82,Low,6.35,3.35,Low
28.68,248.72,43.07,0.564,55.47,59.37,57.92,5.89,Cotton,0,0,0,5.47,Low,7.78,5.0,Low
15.0,89.39,56.75,0.137,18.95,57.48,34.87,6.67,Maize,1,0,0,4.27,Medium,19.3,3.37,Medium
28.91,169.87,75.72,0.442,41.32,42.32,38.29,5.91,Rice,0,0,0,5.39,Low,4.79,5.01,Low
15.0,175.55,73.54,0.458,72.7,43.55,55.42,6.37,Wheat,0,0,0,5.21,Low,3.92,5.05,Low
18.38,108.03,46.06,0.328,43.68,47.5,38.64,6.73,Wheat,1,0,0,4.39,Low,7.04,4.16,Low
29.26,83.69,57.86,0.417,40.08,22.92,16.24,4.5,Rice,0,0,0,4.75,Low,10.94,4.31,Medium
29.39,51.92,59.86,0.357,78.57,45.73,47.2,8.19,Rice,0,0,0,4.85,Low,8.74,4.25,Low
21.19,27.94,62.88,0.108,79.12,29.19,25.8,6.9,Cotton,1,0,0,4.84,Medium,16.88,3.73,Medium
23.44,134.26,48.74,0.483,64.31,41.82,72.24,6.08,Wheat,0,0,0,4.88,Low,5.71,4.65,Low
33.85,118.63,59.2,0.35,46.81,35.27,50.65,7.85,Wheat,0,0,0,4.2,Medium,16.54,3.42,Medium
24.58,145.96,57.8,0.524,50.69,44.01,34.42,6.26,Maize,0,0,0,5.47,Low,0.0,5.8,Low
38.21,68.17,78.8,0.254,40.53,39.42,37.52,6.59,Maize,0,1,0,4.51,Low,11.19,4.34,Medium
26.99,263.01,79.33,0.619,37.09,5.0,19.66,6.16,Cotton,0,0,0,5.51,High,23.5,4.58,Medium
29.04,124.91,65.96,0.422,36.2,40.15,31.51,7.66,Maize,0,0,0,4.52,Low,2.34,4.24,Low
35.08,87.28,62.51,0.435,43.88,45.71,63.24,6.43,Wheat,0,0,0,4.46,Low,5.94,4.3,Low
27.66,17.69,69.96,0.334,36.38,43.35,81.48,6.6,Wheat,0,0,0,5.2,Low,16.68,4.49,Medium
21.99,73.25,56.57,0.362,26.85,36.77,58.9,7.34,Cotton,0,1,0,3.82,Medium,20.71,3.17,Medium
26.45,150.01,51.94,0.326,58.95,57.71,46.62,6.91,Maize,0,0,0,5.91,Low,10.83,5.2,Medium
26.82,207.03,54.84,0.401,59.22,41.74,41.52,6.46,Cotton,0,0,0,6.04,Low,9.43,5.7,Low
20.18,95.99,59.11,0.357,85.61,43.25,33.65,7.28,Rice,0,0,0,5.59,Low,0.55,5.56,Low
25.72,226.29,51.71,0.571,42.97,50.53,78.9,8.28,Cotton,0,0,0,5.36,Low,13.63,4.65,Medium
23.29,49.2,70.27,0.298,60.33,42.35,45.17,6.72,Maize,1,0,0,4.41,Medium,11.8,3.61,Medium
31.62,120.77,78.22,0.507,60.63,27.22,79.73,6.58,Rice,0,0,1,5.08,Medium,10.73,4.65,Medium
27.17,122.81,45.78,0.419,50.43,8.74,68.9,6.62,Maize,0,1,0,4.3,Medium,14.62,3.62,Medium
25.59,134.89,68.35,0.365,68.4,32.27,21.89,7.42,Maize,0,0,0,4.65,Low,6.12,4.45,Low
26.47,104.18,64.92,0.397,68.95,47.13,38.01,6.08,Rice,0,0,1,5.47,Low,11.48,4.89,Medium
28.12,116.86,72.78,0.463,60.89,33.76,37.96,6.31,Wheat,1,1,0,5.33,Medium,6.26,5.03,Low
30.08,48.38,67.82,0.391,50.4,47.61,46.8,5.42,Cotton,0,0,0,4.26,Medium,14.3,3.64,Medium
22.0,195.79,47.65,0.723,48.56,39.78,47.1,5.67,Rice,0,0,0,5.69,Medium,10.48,5.23,Medium
21.79,160.31,50.33,0.425,30.38,53.46,92.94,6.14,Wheat,0,0,0,5.43,Low,6.36,5.05,Low
32.52,114.13,68.41,0.43,40.49,34.46,31.84,6.46,Wheat,0,0,0,5.35,Low,9.22,4.6,Low
24.94,162.48,82.4,0.538,43.8,43.61,51.43,7.74,Wheat,0,0,0,5.46,Medium,9.53,5.05,Low
19.92,199.36,37.0,0.537,34.77,44.07,57.25,6.88,Cotton,1,0,0,5.68,Medium,14.66,4.7,Medium
29.22,133.75,72.84,0.41,62.92,56.02,47.98,5.86,Maize,0,0,0,5.53,Low,7.15,4.9,Low
29.32,279.06,84.65,0.48,76.54,17.52,49.65,5.99,Rice,0,0,0,6.23,Low,10.36,5.4,Medium
19.35,140.3,65.86,0.417,38.65,32.5,32.33,7.46,Cotton,0,0,0,4.16,Low,6.12,3.95,Low
28.15,53.77,75.7,0.257,60.1,48.18,49.6,7.29,Cotton,0,0,0,4.8,Low,7.38,4.43,Low
30.68,110.71,58.16,0.26,36.39,56.55,55.67,6.52,Rice,0,0,0,4.84,Low,4.93,4.22,Low
28.87,166.14,66.33,0.42,49.51,40.88,52.91,6.19,Cotton,0,0,0,5.09,Low,8.03,4.61,Low
30.16,199.47,45.31,0.435,42.57,34.49,56.55,7.29,Rice,0,0,0,5.4,Low,6.89,5.24,Low
19.98,105.53,35.18,0.485,65.83,47.09,69.19,5.8,Cotton,0,0,0,5.55,Low,5.55,5.16,Low
28.66,50.86,81.2,0.421,42.78,48.42,62.05,6.77,Maize,1,0,0,4.94,Low,14.36,4.2,Medium
25.49,82.55,54.21,0.309,73.21,33.68,49.07,8.09,Maize,0,0,0,4.98,Low,9.66,4.68,Low
24.59,36.06,61.62,0.317,50.58,41.96,30.42,6.64,Rice,1,0,0,4.23,Medium,12.47,3.85,Medium
31.35,148.77,48.59,0.293,43.31,52.17,39.0,5.96,Cotton,0,0,1,5.47,Low,8.58,5.19,Low
34.4,72.66,48.26,0.338,32.44,60.69,44.71,6.79,Rice,0,0,0,4.77,Low,3.89,4.09,Low
35.97,59.66,65.57,0.411,59.56,46.91,51.79,6.17,Rice,1,0,0,4.36,Low,6.25,4.4,Low
33.57,157.25,57.79,0.571,71.11,38.53,40.83,5.52,Rice,0,0,0,5.25,Low,6.72,5.01,Low
26.45,223.72,73.29,0.497,59.92,37.35,33.96,6.99,Maize,0,0,0,4.72,Medium,14.01,4.5,Medium
28.76,59.48,74.34,0.477,95.3,44.69,30.18,7.28,Rice,0,0,0,5.28,Low,9.55,4.63,Low
30.83,105.95,72.49,0.276,80.74,36.61,23.23,6.28,Cotton,0,0,0,4.96,Low,5.98,4.35,Low
27.61,84.74,71.34,0.277,49.46,40.28,44.48,6.24,Maize,1,0,1,4.52,High,24.58,3.41,Medium
27.65,204.72,90.09,0.617,49.28,25.31,25.96,5.83,Rice,0,0,0,5.91,Medium,15.73,4.93,Medium
31.12,90.93,53.05,0.576,63.45,53.56,32.99,6.4,Rice,1,1,1,4.58,High,37.84,2.97,High
26.7,47.55,67.23,0.406,39.92,24.32,42.09,6.11,Rice,0,0,1,4.76,Low,5.35,4.7,Low
23.35,93.64,83.86,0.408,75.99,32.81,27.96,5.79,Maize,0,0,0,6.02,Low,0.0,6.0,Low
24.93,180.75,85.7,0.297,61.51,39.17,53.7,7.82,Cotton,0,0,1,5.85,Medium,11.6,5.12,Medium
30.17,81.63,48.1,0.196,59.62,61.89,59.1,6.83,Rice,1,0,0,5.04,Low,11.04,4.58,Medium
27.01,63.72,63.63,0.389,67.37,32.93,39.76,6.9,Cotton,0,1,0,4.38,Low,13.35,3.75,Medium
28.7,88.4,87.01,0.37,86.01,30.01,41.44,7.12,Rice,1,0,0,4.55,Low,9.27,4.06,Low
30.35,48.63,75.11,0.248,58.08,31.39,56.06,7.04,Cotton,0,0,0,4.48,Low,13.12,4.08,Medium
25.13,84.68,70.73,0.408,52.97,57.91,37.29,6.21,Cotton,0,0,0,4.69,Low,10.97,4.4,Medium
30.78,66.95,64.95,0.392,82.16,5.0,36.26,6.69,Maize,0,0,1,4.46,Medium,13.24,4.06,Medium
28.89,300.0,62.63,0.754,72.42,25.97,65.95,6.31,Maize,0,0,0,5.96,Medium,20.96,4.68,Medium
20.83,21.46,72.04,0.339,49.22,70.78,61.26,6.81,Cotton,1,0,0,4.78,Low,8.72,3.98,Low
34.21,53.6,64.47,0.487,55.09,45.09,57.02,6.74,Rice,0,1,0,5.04,Low,11.51,4.43,Medium
24.5,63.69,67.4,0.377,58.52,24.73,61.88,6.23,Rice,0,0,0,4.25,Low,9.59,3.71,Low
18.72,48.86,69.1,0.347,61.51,37.5,18.34,5.57,Rice,0,0,0,4.27,Low,5.29,4.02,Low
21.77,121.48,58.51,0.552,30.58,38.81,68.31,6.6,Wheat,0,0,0,4.82,Low,7.3,4.35,Low
21.89,58.77,75.45,0.273,27.24,48.15,53.88,6.36,Maize,0,0,1,4.39,Medium,21.93,3.42,Medium
27.26,33.17,98.0,0.621,39.03,60.07,63.16,5.18,Maize,1,0,0,5.68,Medium,19.0,4.42,Medium
25.63,100.29,43.12,0.458,37.63,42.66,53.81,6.86,Cotton,0,0,0,4.97,Low,11.48,4.17,Medium
25.32,78.67,72.54,0.432,43.41,31.52,48.73,7.18,Rice,0,0,0,3.99,Low,10.16,3.8,Medium
30.1,60.65,57.36,0.425,66.42,47.45,43.87,8.27,Maize,0,0,0,5.16,Low,9.09,4.51,Low
28.7,201.81,76.08,0.73,51.96,29.62,53.51,6.23,Rice,0,0,1,5.67,Low,8.43,5.19,Low
28.58,123.9,68.65,0.528,58.54,25.6,43.32,6.12,Rice,0,0,0,4.96,Low,11.59,4.56,Medium
29.05,115.82,78.67,0.278,32.96,16.88,61.02,5.72,Maize,0,0,0,4.03,Medium,16.87,3.52,Medium
30.08,125.53,84.46,0.591,46.69,19.22,24.2,6.65,Cotton,0,0,0,5.53,Medium,15.06,4.84,Medium
16.46,121.76,70.69,0.412,65.57,27.24,39.88,6.64,Maize,0,1,1,4.45,High,23.22,3.47,Medium
25.18,81.23,83.85,0.408,65.71,23.87,78.67,5.93,Rice,1,1,0,5.37,Medium,15.54,4.66,Medium
16.1,59.19,35.18,0.243,41.96,41.76,38.61,6.38,Maize,1,0,0,4.52,Low,7.73,4.42,Low
27.18,101.64,90.27,0.475,57.91,23.61,44.42,5.11,Rice,1,0,0,5.18,Medium,16.77,4.39,Medium
